,distance
883,0.10198039027184935
884,0.11401754250992104
885,0.1720465053408497
886,0.49769468552517204
887,0.14422205101856242
888,0.028284271247461298
889,0.07071067811865576
890,0.117046999107193
891,0.06324555320336848
892,0.02236067977499345
893,0.036055512754642575
894,0.11180339887498948
895,0.20615528128088198
896,0.1360147050873634
897,0.09055385138137811
898,0.03999999999999915
899,0.044721359549993255
900,0.05385164807134093
901,0.05099019513593025
902,0.031622776601675257
903,0.050990195135926064
904,0.028284271247461298
905,0.0799999999999983
906,0.03999999999999915
907,0.07211102550928121
908,0.04123105625617702
909,0.08062257748298356
910,0.0799999999999983
911,0.028284271247461298
912,0.04123105625618047
913,0.04999999999999716
914,0.10295630140986539
915,0.028284271247471345
916,0.05
917,0.050990195135924676
918,0.07280109889281315
919,0.05
920,0.13601470508735453
921,0.0800000000000125
922,0.14212670403552066
923,0.23345235059857394
924,0.05
925,0.20808652046685214
926,0.058309518948451156
927,0.010000000000005116
928,0.07810249675906647
929,0.15033296378372707
930,0.03162277660168649
931,0.04999999999999716
932,0.041231056256183916
933,0.028284271247461298
934,0.06708203932499623
935,0.07000000000000028
936,0.0412310562561684
937,0.10049875621120305
938,0.11045361017187186
939,0.06999999999999318
940,0.04472135954999961
941,0.3138470965295064
942,0.12206555615733254
943,0.3354101966249672
944,0.044721359549993255
945,0.010000000000005116
946,0.10440306508910038
947,0.07071067811865576
948,0.10999999999999943
949,0.030000000000001137
950,0.03162277660168424
951,0.07071067811865074
952,0.06324555320336848
953,0.07280109889280437
954,0.07211102550928515
955,0.050990195135924676
956,0.03162277660168649
957,0.10198039027185632
958,0.036055512754642575
959,0.06708203932499306
960,0.0447213595499869
961,0.08602325267043064
962,0.058309518948451156
963,0.020000000000003126
964,0.07280109889280437
965,0.06324555320336848
966,0.05656854249491757
967,0.1077032961426845
968,0.1118033988749952
969,0.10816653826391984
970,0.09899494936611203
971,0.12649110640674147
972,0.1414213562373065
973,0.08062257748298268
974,0.12806248474865703
975,0.05656854249492762
976,0.1118033988749863
977,0.07071067811866279
978,0.06403124237433018
979,0.07071067811865074
980,0.022360679774996627
981,0.29068883707497495
982,0.12041594578792082
983,0.09055385138137811
984,0.02236067977499345
985,0.1431782106327668
986,0.022360679774996627
987,0.39999999999999714
988,0.2570992026436493
989,0.06403124237433018
990,0.04242640687119446
991,0.07211102550928121
992,0.050990195135926064
993,0.12529964086141726
994,0.10295630140987161
995,0.3522782990761642
996,0.1720465053408497
997,0.14000000000000057
998,0.11313708498985021
999,0.05099019513592328
1000,0.07810249675906647
1001,0.10816653826391195
1002,0.058309518948451156
1003,0.0806225774829818
1004,0.08062257748299502
1005,0.028284271247456274
1006,0.07280109889280437
1007,0.06708203932499623
1008,0.08062257748298884
1009,0.03162277660168649
1010,0.0761577310586398
1011,0.03605551275463272
1012,0.05830951894845725
1013,0.10440306508910038
1014,0.050000000000005686
1015,0.05385164807134752
1016,0.4738143096192845
1017,0.020000000000003126
1018,0.08246211251235058
1019,0.050000000000005686
1020,0.014142135623723113
1021,0.17029386365926016
1022,0.014142135623733162
1023,0.04123105625618219
1024,0.07280109889280437
1025,0.041231056256183916
1026,0.25179356624028354
1027,0.11661903789690109
1028,0.4101219330882083
1029,0.7992496481075241
1030,0.723463889907434
1031,0.4464302857110002
1032,0.00999999999999801
1033,0.036055512754638634
1034,0.09219544457293134
1035,0.07000000000000028
1036,0.0899999999999963
1037,0.3920459156782518
1038,0.08944271909998967
1039,0.06324555320336848
1040,0.036055512754642575
1041,0.26076809620810365
1042,1.0358571330062798
1043,0.10000000000000853
1044,0.0899999999999963
1045,0.10198039027184935
1046,0.09219544457292748
1047,0.022360679774996627
1048,0.044721359549993255
1049,0.08246211251235058
1050,0.17720045146669153
1051,0.04999999999999431
1052,0.15033296378373462
1053,0.10049875621121082
1054,0.05
1055,0.03162277660168649
1056,0.07071067811865576
1057,0.11180339887499076
1058,0.06324555320336174
1059,0.09219544457292517
1060,0.1972308292331624
1061,0.07211102550928121
1062,0.12369316876852761
1063,0.0728010988928112
1064,0.1486606874731856
1065,0.12041594578791376
1066,0.11180339887498822
1067,0.0640312423743213
1068,0.29999999999999716
1069,0.12206555615734244
1070,0.3162277660168303
1071,0.24083189157584345
1072,0.46400431032481154
1073,0.4492215489043225
1074,0.08602325267043476
1075,0.3535533905932738
1076,0.14866068747319036
1077,0.734302390027433
1078,0.2121320343559723
1079,0.2863564212655272
1080,0.12649110640673697
1081,0.32015621187163534
1082,0.3465544690232656
1083,0.3889730067755334
1084,0.13038404810404883
1085,0.18439088914586113
1086,0.09055385138136321
1087,0.1843908891458642
1088,0.19104973174543016
1089,0.2137755832643132
1090,0.050990195135926064
1091,0.11704699910719542
1092,0.05999999999999517
1093,0.08246211251235748
1094,0.04472135954999961
1095,0.20808652046684803
1096,0.07211102550928121
1097,0.12206555615733429
1098,0.06708203932499623
1099,0.12083045973594403
1100,0.02236067977499027
1101,0.12041594578792732
1102,0.3299999999999983
1103,0.1208304597359599
1104,0.14035668847616825
1105,0.10198039027186467
1106,0.07810249675906102
1107,0.19235384061671656
1108,0.8786353054595535
1109,0.07211102550927727
1110,0.09433981132056309
1111,0.03605551275463272
1112,0.0761577310586398
1113,0.044721359549993255
1114,0.050990195135924676
1115,0.05099019513592328
1116,0.07071067811864873
1117,0.09433981132056686
1118,0.10198039027186467
1119,0.12165525060596122
1120,0.053851648071343565
1121,0.09433981132056309
1122,0.11313708498984519
1123,0.11180339887498822
1124,0.028284271247471345
1125,0.12206555615733254
1126,0.5063595560468862
1127,0.06082762530298528
1128,0.06708203932498988
1129,0.06082762530298528
1130,0.19697715603593052
1131,0.1077032961426845
1132,0.4085339643163144
1133,0.12083045973595696
1134,0.24207436873820143
1135,0.15620499351812658
1136,0.022360679775009336
1137,0.12529964086141046
1138,0.11313708498986026
1139,0.06708203932498988
1140,0.07211102550928515
1141,0.028284271247466325
1142,0.031622776601681994
1143,0.08062257748298356
1144,0.08062257748298268
1145,0.02236067977499345
1146,0.05656854249492762
1147,0.0412310562561684
1148,0.10770329614269768
1149,0.04242640687119446
1150,0.07280109889280827
1151,0.20615528128088512
1152,0.22627416997970043
1153,0.19235384061671137
1154,0.07211102550928515
1155,0.5693856338194655
1156,0.036055512754638634
1157,0.05656854249492762
1158,0.09219544457293057
1159,0.09219544457293057
1160,0.08246211251235058
1161,0.16552945357247376
1162,1.0429285689825565
1163,0.262488094968137
1164,0.04242640687119446
1165,0.053851648071343565
1166,0.09055385138137811
1167,0.23537204591879968
1168,0.12083045973594403
1169,0.03605551275464652
1170,0.10770329614270031
1171,0.12529964086141387
1172,0.06324555320336848
1173,0.014142135623733162
1174,0.12206555615733429
1175,0.11180339887498948
1176,0.12529964086141726
1177,0.13601470508735297
1178,0.10049875621121082
1179,0.07071067811865576
1180,0.250199920063936
1181,0.3443835071544496
1182,0.22090722034374435
1183,0.23086792761230815
1184,1.2241323457861912
1185,0.13601470508735872
1186,0.10295630140985919
1187,0.11313708498984519
1188,0.10770329614270031
1189,0.028284271247456274
1190,0.09219544457293057
1191,0.14999999999999147
1192,0.12999999999999273
1193,0.08246211251235232
1194,0.08246211251235232
1195,0.07211102550928515
1196,0.04242640687119446
1197,0.13601470508735297
1198,0.26172504656604617
1199,0.7057619995437656
1200,0.05385164807135412
1201,0.05
1202,0.2404163056034253
1203,0.07280109889279948
1204,0.11661903789691083
1205,0.12165525060595421
1206,0.050000000000005686
1207,0.1431782106327668
1208,0.050990195135924676
1209,0.16278820596099391
1210,0.060000000000002274
1211,0.08246211251235058
1212,0.1802775637731971
1213,0.2690724809414661
1214,0.07071067811865576
1215,0.13038404810405266
1216,0.12369316876852071
1217,0.21377558326432716
1218,0.5412947441089754
1219,0.05000000000000426
1220,0.19235384061671656
1221,0.04242640687119446
1222,0.12206555615733254
1223,0.08544003745317412
1224,0.1
1225,0.1389244398945021
1226,0.10049875621120376
1227,0.0538516480713528
1228,0.40112342240263027
1229,0.08062257748298268
1230,0.29832867780352207
1231,0.1769180601295515
1232,0.02236067977499027
1233,0.30870698080866477
1234,0.028284271247471345
1235,0.27202941017469967
1236,0.04123105625617702
1237,0.1303840481040483
1238,0.17117242768623814
1239,0.15811388300840998
1240,0.13000000000000256
1241,0.050000000000005686
1242,0.4517742799230661
1243,0.014142135623733162
1244,0.12206555615734418
1245,0.24041630560341645
1246,0.41109609582189305
1247,0.11999999999999034
1248,0.06324555320336848
1249,2.0112185361118806
1250,0.158113883008423
1251,0.07615773105863326
1252,0.39962482405376276
1253,0.14212670403552066
1254,0.05830951894844384
1255,0.0800000000000125
1256,0.08602325267042485
